SA4_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
310,4737,12763,10214,90850,1048,119612,137,1027,541,14182,232,16128,6093,192,382,753,43,7465,423,112,45,224,3,816,2467,917,528,1838,39,5788,26617,11367,8800,78918,1173,126878,4983,149,835,224,38,6229,816,159,122,574,15,1682,3488,1572,1094,19821,193,26159,297,193,78,634,9,1223,424,128,70,211,3,836,8539,264,158,195,23,9180,4753,2172,1599,23016,187,31732,1356,748,350,3375,45,5876,847,6,43,8,3,915,194,71,39,158,0,460,95,32,12,36,0,180,340,184,102,560,4,1188,4998,674,495,287,50,6502,2580,960,684,398,35,4664,1065,232,159,869,15,2343,490,76,67,270,4,904,9065,695,390,158,122,10431,6443,2680,2089,20784,174,32159,495,78,50,100,6,734,1226,180,132,89,9,1635,1251,153,109,310,10,1840,677,34,28,45,0,789,12103,265,393,215,83,13060,788,225,160,1063,6,2245,33982,3040,2663,5341,486,45513,3016,245,239,2261,22914,28676,116584,23872,18676,181885,26109,367126
311,4867,13871,11051,82453,1018,113262,154,993,639,12304,197,14280,7653,245,425,758,65,9149,956,176,83,300,12,1522,2449,842,505,1667,38,5506,33167,11783,9344,71447,1257,127001,4539,207,802,197,35,5774,899,143,95,563,18,1719,3735,1303,992,11607,139,17778,601,264,134,772,11,1779,855,153,76,209,4,1302,7064,308,172,199,20,7752,6090,2084,1541,19425,234,29376,1635,878,424,3414,43,6391,1846,22,59,14,6,1943,494,181,64,220,0,970,167,22,20,45,5,255,404,177,101,482,8,1165,9227,1051,764,383,86,11516,4099,1311,990,509,46,6954,1053,240,166,635,15,2114,677,124,102,304,11,1224,7469,595,320,96,86,8564,7883,2493,1930,17524,196,30017,1035,117,58,115,6,1328,1486,250,208,83,8,2027,1122,133,110,298,12,1677,449,57,39,64,0,609,1720,55,117,67,7,1966,823,202,140,678,7,1839,44619,3629,3114,5362,499,57217,2791,288,263,1838,22285,27471,128466,25547,20158,160113,25478,359767
312,940,4829,4460,57176,571,67968,36,318,201,8001,103,8660,1022,43,100,561,11,1730,103,29,18,104,0,265,1010,312,239,853,10,2420,9407,4259,3739,50036,655,68098,2734,58,402,152,22,3365,393,52,46,345,6,840,1409,584,466,8112,71,10647,98,74,17,273,3,463,147,46,17,103,0,314,1097,40,27,74,3,1238,1902,908,726,14739,106,18384,1045,502,209,3624,44,5424,137,5,11,8,0,167,42,8,3,47,0,105,9,4,0,6,0,32,874,461,255,2547,26,4164,1062,254,175,161,10,1657,825,411,297,231,6,1775,277,73,58,258,0,667,133,34,22,189,3,387,192,30,20,25,0,266,2563,1150,875,13359,88,18041,62,19,13,28,0,124,900,98,70,27,9,1098,441,42,40,209,5,738,101,6,6,34,0,142,190,5,22,5,0,223,312,90,78,472,6,955,5502,986,977,5924,147,13544,424,98,90,1590,18941,21137,27765,9199,7894,115610,20427,180894
313,1944,10751,8450,77369,1163,99679,81,689,419,10056,166,11410,1953,136,197,629,23,2934,357,91,29,168,0,648,2242,640,402,1259,30,4567,26469,9748,7354,69375,1214,114154,3231,90,557,134,40,4047,759,128,112,572,12,1586,2791,1052,716,11528,132,16215,297,168,69,461,4,994,446,126,58,162,3,793,1407,118,87,146,7,1758,5132,1840,1191,20269,247,28676,1556,675,306,2978,47,5560,483,4,40,5,0,536,116,39,13,110,0,274,44,17,5,17,0,89,344,150,80,447,9,1028,2904,487,359,257,19,4020,2277,853,581,321,34,4071,752,149,85,470,11,1467,419,39,56,190,11,719,1948,239,115,53,15,2370,6282,2181,1647,17809,204,28127,198,30,29,54,3,323,1066,160,137,66,5,1441,635,100,50,262,5,1051,162,37,32,42,0,273,383,12,34,9,0,446,861,188,143,782,21,1994,10155,2054,1673,4130,197,18206,906,179,145,1853,14949,18037,60343,19214,14503,152913,17773,264752
314,2086,9694,7551,59973,507,79808,58,395,254,5274,55,6035,2582,136,258,589,18,3588,272,89,38,167,5,562,1885,627,355,1189,9,4074,21305,8390,6109,52315,458,88579,3265,131,450,153,13,4005,743,138,100,479,11,1470,2349,893,640,8906,71,12863,278,128,64,477,5,952,429,81,39,154,0,707,5303,142,120,165,12,5731,4296,1767,1204,17034,95,24390,1696,807,397,3276,25,6207,650,7,50,13,0,714,111,47,21,112,0,291,74,17,9,39,0,143,228,125,66,381,0,806,2449,412,283,178,27,3347,1973,751,567,330,17,3641,728,170,117,479,8,1504,432,44,69,173,3,725,1907,232,75,38,7,2263,5258,2015,1511,15153,109,24044,141,23,15,51,3,228,2338,224,184,74,7,2831,629,77,50,217,3,970,336,49,37,33,5,463,297,27,38,14,3,373,800,187,137,678,5,1810,15190,2049,1744,3530,131,22645,867,119,114,1074,6841,9022,62685,17049,12858,117010,8093,217700
315,309,1325,1406,19545,316,22892,21,254,129,18305,361,19073,262,26,21,393,4,718,63,21,11,28,0,119,287,82,61,169,3,601,2390,1174,1105,15065,327,20060,805,11,175,90,15,1092,111,10,14,101,0,238,482,154,147,2220,27,3030,33,18,9,87,0,143,36,20,6,18,0,84,305,10,10,26,4,357,589,271,222,5011,62,6154,422,164,93,939,11,1627,22,0,0,0,0,23,6,8,0,21,0,31,5,0,0,0,0,7,32,22,5,69,0,134,531,64,81,47,3,735,289,91,93,59,4,537,59,18,19,90,0,180,31,0,3,31,0,68,165,25,8,46,7,248,637,307,258,3971,44,5204,16,6,0,16,0,40,216,24,23,8,0,267,108,10,8,85,0,209,35,4,3,11,0,50,167,4,0,0,0,170,65,27,10,120,0,222,2661,551,477,9940,261,13899,150,23,25,610,9130,9939,8914,2799,2575,55282,10257,79827
316,2872,16497,13376,106216,1190,140153,72,567,372,7689,90,8798,2286,220,291,973,22,3799,606,157,78,279,14,1129,3987,1123,767,2155,48,8082,46703,15527,12300,106217,1483,182236,1915,111,551,136,24,2726,1857,323,246,993,19,3440,5853,1766,1285,17009,160,26077,676,284,127,884,9,1989,665,143,58,249,9,1121,2745,180,112,185,15,3232,9159,3271,2328,35400,275,50424,3533,1275,590,5089,65,10555,706,5,62,24,4,806,159,70,30,250,3,510,84,30,11,33,0,156,524,251,139,665,22,1600,1932,423,304,240,20,2918,3053,1207,852,427,36,5573,1387,269,224,828,12,2720,619,80,88,261,8,1051,298,72,46,23,0,444,11371,3834,2881,31354,279,49718,271,48,28,76,0,425,2618,322,258,121,18,3333,1011,131,119,438,11,1711,258,63,42,80,0,444,495,14,74,14,0,598,1693,350,242,1232,17,3536,17219,3404,3151,6288,221,30281,1144,279,254,2385,19454,23514,97345,30167,23670,225000,22661,398840
317,881,4450,3515,51681,540,61066,36,210,134,6884,97,7353,2029,52,94,351,12,2531,99,42,16,116,3,285,953,294,212,813,8,2285,7149,4133,3088,47688,522,62580,1483,32,256,77,6,1852,245,45,44,360,0,694,1094,674,502,15412,108,17787,80,83,16,199,0,371,144,39,9,70,0,272,2095,64,32,73,0,2267,1457,1033,696,17026,126,20341,533,286,113,1737,25,2695,367,4,26,15,0,410,53,20,14,195,0,288,13,0,0,20,0,35,59,43,16,134,5,261,372,133,84,96,7,698,437,268,193,159,5,1061,211,74,50,383,5,727,91,18,33,104,0,246,92,20,11,3,4,135,1927,1086,783,13674,97,17561,43,7,9,20,0,77,561,90,51,36,3,747,246,35,14,124,0,421,225,21,7,14,0,268,227,10,13,21,6,272,234,109,77,516,6,936,11664,950,784,2450,142,15985,467,72,49,1167,7199,8950,29422,8276,6259,109555,8550,162059
318,1450,6972,5962,71178,800,86365,44,669,390,16259,196,17556,1486,124,166,1081,26,2873,165,59,27,207,0,454,1135,400,304,973,20,2836,11418,6379,5016,62845,707,86370,2451,86,517,170,22,3241,555,93,90,534,3,1277,1845,805,571,8898,96,12220,431,189,95,847,3,1563,177,77,32,143,0,436,2185,65,66,134,13,2466,2410,1438,1027,20872,147,25895,3094,1688,677,9917,116,15489,450,12,22,10,0,494,36,11,13,77,0,137,19,3,0,17,0,43,194,131,68,484,8,876,778,265,219,178,10,1450,885,420,339,314,19,1974,392,99,92,377,4,954,174,41,53,161,3,431,245,55,19,51,5,380,3224,1631,1266,17619,136,23874,80,26,11,28,0,145,585,55,96,47,0,785,586,129,71,540,11,1328,205,27,19,36,0,291,465,13,23,14,7,521,381,147,91,654,5,1273,9601,1722,1651,8127,217,21310,557,102,95,1424,18368,20545,38172,13977,10908,150828,20398,234283
319,1587,9285,7090,102019,1720,121703,58,587,357,14013,216,15235,1256,75,155,750,16,2251,258,70,19,154,8,506,2289,631,386,1152,33,4489,21070,9079,6623,94436,1880,133088,2267,53,590,142,40,3087,665,106,63,576,7,1414,2985,1206,828,20514,226,25760,198,107,34,317,12,677,418,101,30,134,7,683,1212,89,44,141,8,1494,3603,1714,1109,24972,350,31748,1439,723,208,3337,59,5775,302,3,32,4,0,339,69,33,22,96,6,223,31,9,0,12,0,53,441,151,52,511,12,1162,782,229,178,199,6,1401,1206,570,396,289,28,2492,592,128,82,530,17,1337,292,64,48,206,10,619,166,54,14,13,13,255,5072,2208,1500,23486,314,32576,132,33,15,41,6,221,800,79,71,43,6,997,414,53,28,234,6,734,117,17,24,43,0,199,360,18,28,11,0,423,638,146,113,767,20,1687,8290,1576,1265,5402,214,16747,642,183,142,2859,19497,23315,47230,17193,12529,207174,23622,307745
397,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,0,23,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,128,128,26,7,4,16,130,183
399,89,412,333,3294,64,4192,8,34,22,684,37,783,145,10,7,9,4,177,20,4,0,7,0,35,116,29,24,39,0,208,1159,341,261,2698,75,4536,58,5,17,12,8,95,93,7,4,29,0,132,180,29,29,387,5,632,19,9,0,9,0,40,15,5,0,13,0,26,66,9,3,4,0,74,276,67,63,862,16,1293,130,32,17,153,0,341,31,0,0,0,0,30,11,3,0,14,0,24,0,0,0,0,0,6,14,6,5,17,0,41,102,19,21,6,6,151,121,27,24,21,5,198,50,12,5,24,0,88,16,0,0,3,0,25,15,4,4,4,0,32,281,100,63,780,9,1229,7,3,0,0,0,20,32,4,6,5,0,53,70,3,5,18,0,98,8,0,0,4,0,11,25,0,3,0,0,24,38,10,5,32,3,80,752,81,73,274,30,1205,64,10,8,94,3434,3597,3155,745,560,6577,3637,14670
401,2624,10919,8415,63985,606,86549,60,149,105,1903,41,2250,23052,347,741,525,83,24747,929,200,119,526,7,1775,2276,786,509,1482,31,5088,23254,10722,8114,65287,794,108179,1950,53,300,63,10,2372,913,203,147,646,11,1926,3923,1743,1170,16604,137,23578,5005,1011,484,3355,47,9903,750,185,82,341,7,1360,9082,228,170,142,15,9640,4489,2078,1411,17781,144,25897,15795,3263,1361,11233,158,31805,1888,23,99,36,5,2038,748,197,112,403,4,1462,105,21,13,84,0,229,545,184,114,481,3,1333,177,71,45,48,5,348,610,305,200,118,3,1236,1937,417,284,1068,23,3724,1054,104,139,224,5,1535,54,31,4,5,0,94,5079,2407,1711,17716,159,27078,652,97,68,136,3,957,971,137,111,55,4,1271,735,84,55,163,3,1034,1143,58,53,54,0,1311,2792,160,161,121,12,3246,963,267,190,889,7,2321,25066,2775,2349,4192,200,34584,879,87,85,937,10137,12130,119168,22641,16403,142032,12137,312377
402,6918,16101,12215,102095,1418,138750,83,645,336,9276,219,10562,11316,226,412,361,66,12383,1388,240,127,562,16,2340,3051,1061,673,2230,34,7052,42823,16185,13008,89708,1633,163363,6492,162,794,223,36,7712,574,112,75,658,18,1422,4717,2178,1513,19238,203,27846,3062,773,380,2508,52,6774,922,198,123,416,19,1674,16825,190,131,148,41,17336,6291,2209,1547,17522,199,27762,9731,3131,1349,10795,184,25190,1047,27,77,22,6,1174,1032,276,152,268,5,1733,320,63,40,129,0,555,1029,338,222,1037,18,2650,481,199,88,129,15,901,665,372,261,193,7,1500,3289,568,330,1375,35,5603,1268,147,144,267,22,1850,148,36,12,8,0,198,8288,2930,2340,17510,207,31276,1383,176,85,250,11,1910,896,129,133,65,4,1226,1048,118,104,292,8,1566,885,45,39,19,7,998,8411,330,272,233,45,9291,1503,351,256,901,18,3023,63965,3276,2298,4658,606,74799,2959,190,184,1705,17340,22377,183231,30713,22852,197404,21507,455707
403,3202,15924,12202,97738,1098,130164,61,372,197,4448,88,5163,9052,216,452,524,53,10303,1038,228,117,528,16,1925,3583,1191,781,2142,36,7735,42935,15713,12352,93937,1311,166236,3066,123,544,138,20,3896,1033,192,172,881,9,2279,5152,2030,1468,18822,178,27649,3180,817,358,2348,45,6745,806,199,90,333,9,1428,6044,202,158,154,13,6576,7256,2401,1699,22291,192,33840,4789,1786,751,6012,72,13411,714,24,78,49,5,864,794,219,117,431,5,1568,120,30,17,69,0,237,615,217,119,646,6,1613,506,196,133,109,12,963,844,449,338,173,7,1814,2776,473,339,1223,22,4828,955,89,92,192,9,1340,63,36,6,5,0,112,9270,3213,2514,21910,196,37102,744,92,56,196,0,1088,1640,219,163,81,5,2112,903,88,69,263,3,1339,481,62,61,47,5,658,945,58,121,47,3,1171,1875,357,272,1126,17,3645,24057,3135,2544,4953,205,34891,1138,149,119,1586,11007,13989,114919,28869,21786,195389,13898,374859
404,2965,7542,5470,47420,674,64070,56,308,128,3734,88,4303,8507,169,330,289,51,9350,1654,269,156,650,14,2740,1249,526,318,978,13,3082,15345,7051,5300,44938,758,73394,3232,97,385,111,25,3858,484,88,78,431,8,1094,2479,1049,704,9932,101,14267,7799,1437,626,4320,101,14288,521,109,47,232,6,920,8000,119,88,68,14,8290,3103,1418,956,12607,129,18218,11772,2636,1119,8891,187,24604,459,11,40,24,4,545,385,145,58,266,4,860,425,62,36,171,7,698,664,204,96,515,10,1490,302,101,44,88,3,541,370,187,148,97,9,811,2358,382,217,1002,46,4007,1138,110,93,299,19,1662,57,23,7,8,0,94,3716,1616,1281,10972,123,17711,2338,224,138,285,14,3003,570,74,76,23,0,751,727,77,75,163,8,1049,271,36,36,15,4,357,8030,189,216,143,59,8633,616,163,112,615,5,1510,26087,2133,1686,3415,233,33556,1520,85,63,754,7525,9949,101213,16920,11604,104882,9739,244347
405,540,3059,2529,42218,702,49047,11,111,59,2695,62,2939,236,14,39,97,11,393,101,31,23,65,4,216,810,224,199,476,11,1720,7766,3126,2658,35437,775,49765,526,17,90,31,8,677,141,24,23,217,3,404,1168,576,445,12437,146,14774,240,72,33,232,11,581,87,24,11,55,0,180,246,27,12,32,0,315,1024,453,308,7306,103,9195,778,326,133,1339,28,2607,10,0,7,4,0,22,21,11,4,36,0,67,12,4,0,5,0,16,92,37,29,116,0,276,91,33,28,24,3,182,169,75,70,65,7,385,255,72,45,294,6,674,85,13,13,32,0,150,8,0,0,0,0,8,1571,666,552,7230,122,10130,48,7,7,22,0,84,145,20,16,19,0,198,110,27,7,84,4,234,34,6,3,6,0,48,75,7,11,6,3,95,241,69,52,336,3,695,1931,430,329,1256,60,4009,103,46,33,895,6042,7126,15086,5578,4481,81676,7661,114487
406,405,2140,1767,27534,407,32255,21,188,66,8357,199,8826,242,12,14,81,5,354,310,72,19,193,3,604,517,157,112,394,16,1192,4487,2121,1769,22259,447,31081,744,27,131,39,11,955,109,17,22,118,3,267,744,304,253,4977,74,6350,273,69,26,303,4,674,55,27,4,35,0,127,447,13,9,16,0,491,797,346,239,4730,65,6174,433,175,62,884,21,1572,29,0,11,3,0,55,15,6,9,37,0,59,11,0,3,0,0,22,44,15,9,57,0,137,175,51,28,37,0,290,110,57,47,31,4,249,153,54,26,170,5,412,36,12,9,39,0,103,18,5,0,0,0,20,1423,533,423,4741,53,7169,91,19,0,28,0,141,168,26,27,14,0,232,131,13,10,59,0,221,60,0,0,12,0,73,66,13,3,7,0,94,187,62,39,193,0,489,2052,367,233,1052,53,3760,152,30,27,729,6483,7427,11828,4070,3131,56047,7568,82646
407,1151,5308,4188,65342,1066,77059,30,207,87,4652,91,5070,995,22,75,220,4,1313,303,58,22,186,8,574,1737,505,334,1070,30,3676,13332,5372,4327,59276,1121,83428,1424,18,257,67,25,1784,261,58,34,402,5,763,1922,906,655,16863,212,20558,875,137,66,616,19,1722,227,60,20,106,6,423,794,35,17,68,6,926,1874,810,570,11325,136,14716,1600,539,201,2216,57,4610,61,3,25,9,0,109,52,29,11,95,3,182,33,4,9,15,0,59,140,53,20,165,5,373,435,95,77,65,13,686,359,209,119,103,5,786,516,110,69,429,10,1123,174,15,7,67,7,270,49,3,4,0,0,68,2758,1133,859,13791,190,18731,90,15,15,26,0,143,378,50,42,17,0,497,183,35,13,119,4,350,48,15,21,9,5,95,295,15,28,5,6,358,475,92,57,468,15,1113,6118,803,707,1941,121,9689,364,72,54,1603,11682,13775,32115,9749,7508,130167,14175,193709
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,5,5,8,0,0,0,5,12
499,26,90,68,732,20,937,6,18,10,205,12,244,45,3,4,7,7,59,6,0,0,0,0,12,18,13,5,12,0,49,258,110,94,634,23,1109,9,0,0,0,0,5,21,0,0,3,0,26,30,12,13,142,3,198,11,0,0,8,0,15,7,3,0,3,0,12,18,0,0,3,0,23,34,28,9,152,3,223,40,13,6,57,0,114,3,0,0,0,0,3,6,0,0,0,0,8,5,0,0,3,0,6,0,0,5,5,0,7,11,3,4,5,0,22,11,9,4,0,0,23,14,7,5,8,0,32,6,4,0,0,0,14,0,0,0,0,0,0,47,16,18,164,4,247,3,0,0,0,0,6,0,0,0,6,0,3,9,0,0,4,0,14,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,8,0,21,142,21,9,53,7,235,13,0,0,16,772,808,652,202,148,1548,831,3377
501,1580,8691,7116,54747,691,72826,35,336,162,4513,77,5129,1236,59,101,145,9,1547,218,110,70,358,12,758,1932,592,393,1133,22,4068,22078,8752,6957,48628,883,87298,2004,21,206,57,14,2301,649,89,91,317,5,1161,2060,552,451,3445,50,6554,196,96,36,365,3,699,136,48,19,79,0,276,1015,82,57,125,0,1279,4219,1456,1095,11334,137,18240,2864,1221,508,5884,77,10552,242,0,39,3,0,290,85,17,13,14,0,135,155,34,23,134,0,353,91,53,29,89,0,261,1340,280,191,77,21,1919,1076,586,326,202,27,2208,743,180,149,483,15,1578,239,26,46,82,0,392,62,10,6,0,0,78,4834,1738,1400,10975,136,19087,100,18,11,32,0,154,1446,166,144,60,5,1817,347,47,44,257,3,700,89,24,14,18,0,141,246,12,26,9,3,296,763,221,120,530,14,1635,6848,1161,1123,1829,106,11066,421,130,100,937,11307,12890,46305,15589,12107,101666,13081,188747
502,1017,5098,4198,28226,420,38970,28,196,123,2597,60,2996,749,34,45,94,3,923,181,88,37,205,3,521,1275,290,222,536,14,2334,18138,4918,4048,24129,520,51762,1310,23,180,35,10,1567,332,37,30,133,5,537,1119,259,226,1814,20,3437,108,51,16,143,0,315,107,18,9,41,3,179,743,45,45,57,0,898,3346,742,523,5548,84,10242,968,446,212,1774,34,3424,95,8,14,0,0,118,19,3,0,16,0,45,23,3,4,29,3,64,99,30,13,67,0,211,1231,217,118,83,9,1654,780,278,197,136,3,1399,362,54,42,202,0,671,140,21,15,46,4,224,120,22,0,0,0,152,3894,901,803,5349,74,11017,60,21,12,31,0,120,940,88,74,28,13,1141,228,25,17,118,4,392,77,10,8,6,0,103,160,0,25,6,0,190,732,116,85,242,4,1180,4489,663,624,950,56,6784,360,59,45,504,5934,6907,33858,8598,6877,51313,6996,107641
503,1679,8472,7036,31110,318,48608,48,116,77,1115,13,1369,12585,405,677,447,58,14176,714,249,176,904,14,2048,1758,527,355,878,14,3527,21809,7843,5982,29880,369,65882,1211,34,202,28,9,1483,1363,149,136,338,7,1998,2544,587,431,2564,30,6156,1011,417,205,1089,7,2727,333,60,67,106,0,568,4589,244,220,168,23,5249,6869,1840,1334,10866,90,21001,4832,1501,701,4145,51,11231,923,26,47,21,0,1030,173,27,29,65,0,292,457,88,76,226,5,844,127,70,16,110,0,326,413,79,49,33,0,570,820,320,213,94,3,1450,1325,232,185,495,11,2248,628,62,73,81,3,850,64,16,4,5,0,85,5990,1889,1383,9199,85,18554,526,44,45,66,8,697,1584,201,196,39,3,2026,920,44,67,152,10,1198,522,72,51,43,9,698,1663,60,111,48,0,1890,961,199,139,482,10,1785,20486,1947,2079,2059,136,26717,630,61,29,305,8700,9731,79824,15848,12559,64308,9725,182267
504,4325,12606,10303,52479,689,80394,86,494,320,6179,128,7200,8828,256,457,345,45,9931,1393,372,222,1119,23,3121,2565,748,481,1369,26,5184,34300,11259,8822,42661,817,97859,6066,96,419,84,28,6687,1223,143,126,330,14,1838,2892,721,588,3323,57,7580,794,301,137,700,13,1948,426,85,59,154,5,732,9506,399,254,285,25,10475,7863,2103,1396,10947,143,22446,6692,2292,1145,6879,95,17110,509,6,59,19,6,585,203,57,17,62,0,334,731,152,89,294,10,1269,391,116,73,224,7,805,2830,372,268,120,24,3611,1820,730,423,223,28,3230,1913,287,264,768,23,3259,519,49,69,103,6,740,261,49,18,10,5,335,8038,2326,1838,10204,135,22531,1189,110,63,108,5,1481,2138,244,208,76,10,2668,971,83,58,237,6,1360,650,79,52,61,3,847,5382,98,169,116,17,5776,1248,247,199,559,8,2264,33862,2781,2525,3038,313,42523,1848,148,142,742,13802,16683,122855,22766,17654,97356,15941,276573
