LGA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA22980,0,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,23,0,30,0,0,0,0,0,0,0,5,0,11,0,18,3,0,3,0,0,0,0,10,0,87,0,105,0,0,0,6,0,0,0,11,0,42,0,64,5,0,0,0,0,6,0,10,0,41,0,73,3,9,0,13,0,6,0,5,0,32,0,70,3,0,0,3,4,4,0,4,0,6,0,31,19,3,0,18,0,3,0,0,0,6,0,53,44,4,0,26,6,3,0,5,0,4,0,98,27,0,0,18,4,5,0,3,0,4,0,62,21,4,0,10,0,3,0,0,0,3,0,38,10,0,0,5,0,0,0,0,0,0,0,18,16,3,0,9,3,0,0,0
LGA23110,0,0,0,0,0,0,0,5,0,204,5,211,0,0,0,0,0,0,0,12,0,68,0,83,0,0,0,0,0,0,0,16,4,43,0,63,0,0,0,0,0,3,0,12,0,33,0,48,0,0,0,0,0,0,0,18,0,198,3,226,0,0,3,0,0,5,0,42,0,104,3,155,0,6,3,3,0,22,0,49,6,729,6,829,3,18,0,14,3,37,3,61,6,351,11,503,6,44,0,23,0,84,10,63,14,286,0,524,15,43,0,80,9,95,3,80,19,294,5,650,32,31,0,86,4,74,8,48,9,76,0,354,55,29,0,86,21,78,4,32,4,88,0,393,280,66,8,238,31,161,10,47,11,128,0,966,371,30,7,216,25,81,6,28,7,49,0,831,391,19,9,158,30,72,3,13,11,30,0,731,357,6,7,90,13,28,8,12,5,11,0,537,928,30,14,181,43,115,13,22
LGA23190,0,0,0,0,0,0,0,0,0,30,0,33,0,0,0,0,0,0,0,4,0,15,0,15,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,4,0,53,0,65,0,0,0,0,0,0,3,17,0,21,0,43,9,4,0,0,0,0,0,21,4,212,3,261,3,7,0,10,0,22,0,27,6,105,4,172,5,11,0,18,0,21,0,33,3,135,0,235,25,25,0,46,4,19,0,26,10,99,3,258,13,12,0,26,3,12,0,11,9,18,0,108,32,13,5,42,0,17,0,8,0,28,0,151,135,17,0,97,10,37,3,7,0,38,0,337,84,9,5,70,8,18,4,7,0,17,0,221,60,3,5,32,3,7,0,8,0,4,0,116,33,0,0,20,0,3,3,0,6,4,0,77,61,7,0,34,5,16,0,5
LGA23270,0,0,0,0,0,9,0,4,3,616,6,643,0,6,0,0,0,3,0,10,0,120,0,143,0,0,0,0,0,0,0,24,3,70,0,100,0,0,0,0,0,6,0,22,0,75,6,100,0,7,0,0,0,3,0,33,11,390,3,448,0,8,0,6,0,24,3,84,17,227,3,377,4,27,0,3,0,64,9,134,23,1697,24,1978,5,45,3,18,5,130,4,187,30,825,5,1255,11,58,8,60,13,248,16,168,31,534,5,1157,57,131,13,215,23,295,26,125,33,471,11,1387,92,67,9,215,19,238,8,72,18,145,3,886,197,81,14,278,38,199,11,56,19,113,4,1007,895,122,28,570,69,344,42,96,12,128,0,2312,850,54,14,370,76,111,19,22,10,66,4,1603,624,26,13,181,35,95,5,13,3,38,3,1041,404,11,10,106,21,27,3,3,0,14,3,600,570,22,13,121,32,93,0,16
LGA23350,0,0,0,0,0,0,0,0,0,20,0,26,0,0,0,0,0,0,0,0,0,13,3,18,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,5,0,7,0,9,6,0,0,0,0,5,0,8,0,46,0,67,4,0,0,0,0,0,3,5,0,20,0,28,0,11,0,0,0,3,0,19,6,205,6,258,7,9,0,4,0,14,0,31,0,104,3,174,9,18,0,8,0,31,10,41,3,113,0,232,20,26,8,34,3,17,9,28,0,116,4,268,12,10,0,24,4,11,5,13,8,35,0,127,28,7,4,44,8,15,3,13,0,37,3,156,96,27,3,80,15,36,0,13,5,26,0,307,72,17,4,44,10,18,3,8,0,20,0,199,47,8,4,27,3,11,0,4,0,7,0,116,47,3,4,17,6,5,0,5,0,7,0,81,51,11,4,35,0,11,4,3
LGA23430,5,0,4,0,0,3,0,0,0,380,7,406,0,0,0,3,0,0,0,13,0,122,0,144,0,3,0,0,0,0,3,14,9,65,0,98,0,0,0,0,0,3,0,15,7,50,0,74,0,9,0,0,0,0,4,36,6,321,3,376,0,7,0,3,0,3,4,59,9,206,0,292,5,19,0,12,0,41,5,96,19,1277,11,1486,9,40,3,13,7,74,0,130,17,677,7,982,10,71,0,45,3,137,13,158,23,689,4,1156,48,128,5,155,21,166,9,137,16,550,13,1244,44,55,6,146,11,153,16,89,8,192,4,723,112,71,5,200,19,143,16,74,10,186,6,834,586,123,6,451,53,263,25,114,16,211,8,1857,695,55,5,386,49,110,17,39,7,98,0,1469,679,31,11,268,32,98,11,33,0,72,0,1250,585,25,11,136,21,26,0,16,0,27,0,845,1090,39,12,278,54,173,8,41
LGA23670,5,0,0,3,0,7,0,3,0,488,9,515,0,0,0,3,0,0,0,9,3,157,0,181,0,0,0,0,0,4,0,23,7,72,0,108,0,0,0,0,0,6,0,16,9,53,0,90,0,10,0,4,0,3,0,28,13,365,4,426,0,11,0,5,0,13,0,67,7,196,0,306,0,22,0,5,0,50,5,138,17,1378,15,1640,4,28,0,20,0,92,12,165,21,809,5,1163,15,73,6,59,4,191,10,145,19,774,5,1296,44,124,3,200,17,218,25,168,20,611,11,1432,74,73,4,153,20,174,8,108,13,185,0,819,124,54,0,214,17,172,7,67,19,204,0,883,679,119,16,506,59,248,31,85,18,199,10,1954,683,65,13,392,60,93,14,42,10,75,0,1436,589,40,8,250,34,93,7,14,9,36,0,1080,410,17,6,104,20,20,0,11,4,13,0,610,618,39,11,202,36,129,7,28
LGA23810,0,0,0,0,0,0,0,3,6,132,6,153,0,3,0,0,0,0,0,4,0,48,5,61,0,0,0,0,0,0,0,16,6,37,0,62,0,0,0,0,0,0,0,5,0,27,0,43,3,0,0,4,0,0,0,36,0,207,7,260,0,4,0,3,0,4,0,31,5,130,0,178,5,21,0,0,0,21,3,74,11,992,19,1146,11,17,0,18,0,62,8,107,23,554,6,801,12,35,10,35,0,95,4,102,25,428,12,749,30,67,8,114,14,98,14,93,18,360,4,810,40,28,7,115,7,66,3,46,7,110,0,435,100,20,11,131,15,77,6,27,3,112,0,494,285,55,17,225,32,146,21,52,18,102,0,948,246,23,11,206,24,39,15,28,11,38,0,635,171,13,8,135,18,45,8,13,0,33,0,454,125,7,0,51,3,12,4,4,0,6,0,217,202,10,6,113,12,61,8,15
LGA23940,3,0,3,0,0,0,0,0,0,12,3,22,3,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,0,0,3,4,4,0,0,0,4,0,6,0,30,0,44,0,0,0,0,0,0,0,3,0,14,0,19,3,4,0,0,0,5,0,6,6,144,0,176,6,3,0,3,0,9,0,12,4,55,0,95,12,10,0,20,0,17,0,9,4,36,3,106,13,10,4,17,12,20,0,12,0,28,0,114,0,8,0,17,0,9,0,4,0,0,0,49,18,11,4,12,3,3,0,3,0,8,0,63,39,5,0,25,8,5,0,0,0,6,0,93,24,5,0,14,0,5,0,4,0,4,0,57,18,0,0,11,0,4,0,0,0,0,0,36,11,0,0,0,0,0,0,0,0,0,0,21,15,0,4,3,0,0,0,3
LGA24130,0,3,0,0,0,0,0,5,0,99,0,107,0,5,0,0,0,0,0,6,0,50,0,62,0,0,0,0,0,5,0,5,0,22,0,33,0,0,0,0,0,0,0,11,0,9,0,17,6,5,0,0,0,4,0,18,0,94,0,128,0,3,0,0,0,0,0,25,0,56,0,84,4,23,0,3,0,8,0,44,4,392,12,484,4,23,0,11,0,17,3,47,8,259,0,372,7,28,0,24,4,46,7,53,10,282,0,474,30,30,3,43,3,55,7,72,16,268,0,522,20,25,3,54,8,54,12,45,5,95,0,323,33,22,5,62,11,53,4,33,7,100,0,336,125,35,6,130,19,116,12,52,11,112,0,618,169,40,0,145,17,41,13,28,6,54,3,511,173,28,5,106,17,47,5,15,3,23,0,427,148,5,4,57,12,15,0,0,0,11,0,261,373,34,12,119,30,103,13,25
LGA24210,0,0,0,0,0,5,0,12,3,530,7,558,0,5,0,0,0,0,3,12,3,183,7,214,0,4,0,0,0,0,0,13,3,87,0,111,0,0,0,0,0,4,0,22,5,54,0,83,6,7,6,0,0,12,0,41,7,392,0,466,3,18,0,6,0,7,0,59,11,189,0,287,4,20,0,10,0,22,3,90,13,1191,13,1375,6,38,0,17,6,42,5,106,9,662,11,900,22,75,10,30,0,72,10,125,17,610,14,985,25,105,8,87,5,92,5,123,20,637,10,1111,24,47,3,92,17,93,11,70,12,215,0,581,70,58,3,122,13,97,8,53,15,300,0,729,278,90,9,284,31,204,9,104,14,328,3,1349,315,61,10,215,25,98,10,53,8,186,0,986,284,20,6,147,19,96,5,35,7,107,3,743,222,33,0,87,8,36,6,18,0,50,0,460,649,79,7,257,52,223,7,70
LGA24250,0,0,0,0,0,0,0,0,0,29,0,38,0,0,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,4,4,6,0,12,4,3,0,0,0,0,0,3,0,39,0,50,0,0,0,0,0,0,0,7,7,12,0,29,3,3,0,3,0,8,0,16,0,134,3,170,0,12,6,5,0,4,0,14,0,82,0,121,4,14,0,3,3,7,0,32,4,72,0,143,12,26,0,21,3,12,8,11,0,41,0,132,3,3,0,17,4,8,4,9,4,20,0,70,10,6,3,22,0,17,0,5,0,20,0,88,52,9,4,42,3,13,3,14,0,17,0,164,24,3,0,19,3,3,3,6,3,5,0,77,29,9,0,19,5,9,0,8,0,6,0,81,17,0,4,3,0,6,3,0,0,4,0,31,31,5,0,22,0,4,3,3
LGA24330,0,0,5,0,0,0,0,5,0,155,0,166,0,0,0,0,0,0,0,0,0,50,0,55,0,0,0,0,0,0,0,9,0,27,0,45,0,0,0,0,0,0,0,9,0,21,0,29,0,10,0,0,0,0,0,20,4,130,0,163,0,0,0,0,0,3,0,31,5,64,0,113,5,12,0,4,0,21,0,43,14,424,12,523,4,45,3,9,0,39,7,48,12,177,3,347,7,64,0,25,0,61,13,45,6,121,6,344,32,87,0,113,7,91,12,54,9,106,0,519,27,54,3,110,8,93,13,33,8,34,4,397,63,49,10,109,13,70,4,21,6,42,3,399,378,88,13,326,42,136,18,38,14,50,5,1098,524,43,9,247,36,66,9,14,8,19,0,972,479,21,11,194,35,46,5,13,4,13,0,818,464,6,5,108,27,23,0,0,3,8,0,658,1156,18,13,216,55,112,5,11
LGA24410,0,6,0,0,0,7,0,0,0,279,4,301,0,3,0,0,0,0,0,9,0,96,0,108,0,0,0,0,0,0,0,17,0,43,0,59,0,0,0,0,0,0,0,10,0,29,0,43,0,0,0,0,0,0,4,22,4,213,3,249,0,10,0,3,0,14,0,32,10,114,0,183,0,18,3,12,0,19,0,64,7,772,10,913,9,29,6,17,0,51,4,115,21,547,8,809,15,68,0,25,3,88,4,142,20,568,4,928,33,75,3,104,13,128,9,129,15,493,5,1010,44,46,3,127,11,88,3,68,12,193,3,593,101,49,5,147,17,93,14,44,11,136,0,615,469,90,7,355,46,197,14,85,9,149,3,1432,542,49,11,280,47,68,14,41,4,70,3,1122,445,34,5,187,29,67,10,16,3,49,4,839,389,16,0,113,14,20,6,12,4,18,0,581,646,32,3,175,41,105,3,25
LGA24600,0,0,3,0,0,6,0,10,5,425,0,453,0,3,0,0,0,0,0,29,0,73,0,116,0,6,0,0,0,3,0,40,6,59,0,119,0,0,0,0,0,0,0,53,9,45,0,109,0,15,0,0,0,8,6,57,9,112,0,209,0,18,3,4,0,10,9,99,13,77,0,238,4,67,0,7,0,41,9,107,16,249,3,515,10,124,9,30,4,97,28,148,31,175,0,658,26,282,13,72,8,191,37,159,24,206,3,1027,66,371,8,260,28,234,44,161,18,204,3,1404,50,171,14,265,37,225,24,92,19,80,5,977,183,185,15,336,29,205,32,75,6,129,3,1196,867,238,33,588,95,438,36,111,18,197,5,2631,1030,87,18,483,52,139,19,54,17,113,3,2012,942,55,7,295,53,186,7,42,3,69,0,1661,858,19,9,170,35,62,6,26,3,39,6,1228,2342,109,31,542,99,464,28,112
LGA24650,0,0,0,0,0,9,0,5,0,459,4,480,0,0,0,0,0,0,0,13,0,83,0,107,0,0,0,0,0,0,0,16,0,58,0,76,0,0,0,0,0,0,0,11,5,59,0,80,0,5,0,0,0,6,0,23,7,241,4,293,0,6,0,0,0,14,0,47,5,121,7,208,0,17,0,6,0,49,12,104,11,1085,20,1305,5,20,4,11,3,91,6,110,18,469,3,744,15,41,3,48,5,184,4,117,25,315,8,767,48,84,6,131,13,216,7,88,30,297,8,927,72,43,15,165,15,175,8,47,16,83,0,623,161,51,4,187,20,161,8,35,13,55,5,698,766,80,19,403,71,236,32,57,16,60,0,1737,739,47,7,268,61,86,17,18,4,23,9,1273,517,19,8,173,18,47,3,0,3,19,0,817,341,7,6,75,20,7,0,0,0,9,4,462,474,8,10,82,29,53,3,14
LGA24780,4,0,0,0,0,0,0,0,0,93,5,103,0,0,0,0,0,0,0,0,3,34,0,42,0,0,0,0,0,0,0,11,0,20,0,33,0,0,0,0,0,0,0,7,0,16,0,25,7,0,0,0,0,6,0,20,4,136,4,179,0,4,0,0,0,5,0,28,5,56,0,104,8,10,3,9,0,29,5,48,5,693,18,828,8,24,3,12,0,42,0,63,18,320,4,495,26,43,0,43,6,76,15,66,11,263,7,552,56,63,6,99,13,79,9,58,8,221,5,618,55,27,0,84,12,56,8,19,0,56,0,312,117,33,0,112,11,39,6,17,3,62,0,400,323,42,14,193,18,79,18,33,5,58,5,786,242,22,9,123,11,34,3,17,4,26,0,496,154,9,4,60,21,15,0,9,3,21,0,298,71,10,6,22,5,3,0,3,0,5,0,121,127,10,6,51,4,22,3,13
LGA24850,3,0,0,5,0,0,0,3,0,86,0,100,0,0,0,0,0,0,0,0,0,18,0,29,0,0,0,0,0,0,0,4,0,19,0,23,0,0,0,0,0,0,0,5,0,19,0,19,0,5,0,0,0,0,0,18,0,86,0,119,0,3,0,3,0,3,0,18,0,45,0,76,0,5,0,7,0,12,0,30,3,447,11,524,3,8,0,5,0,30,6,57,4,214,6,339,11,22,6,31,3,71,5,62,7,182,3,400,20,35,0,48,6,63,10,47,5,158,4,396,22,19,0,73,10,53,8,12,6,42,4,258,64,17,0,72,4,48,4,27,4,38,0,282,254,32,7,183,22,111,13,29,8,45,4,703,228,17,6,114,34,30,9,7,3,12,0,459,174,14,3,69,7,13,3,8,0,10,0,294,103,3,0,39,8,8,0,3,0,3,0,170,153,9,6,64,14,33,0,5
LGA24900,8,0,0,0,0,6,0,0,0,66,4,92,0,0,0,0,0,0,0,3,0,29,0,39,0,0,0,0,0,0,0,6,0,15,0,23,0,0,0,4,0,0,0,3,4,18,0,21,10,0,0,0,0,4,0,12,4,126,3,158,0,6,0,4,0,3,0,19,3,41,0,78,5,8,6,6,3,11,0,35,7,582,14,681,8,18,0,11,0,26,5,45,18,295,3,422,20,12,0,21,6,50,4,42,12,179,5,347,25,42,5,62,3,46,7,31,5,180,3,414,22,17,0,68,7,35,8,17,6,33,0,210,41,8,0,60,7,32,7,9,6,37,0,217,173,41,5,115,12,38,9,19,9,34,6,460,108,17,0,80,9,15,4,5,0,9,4,260,72,3,0,40,7,3,0,5,4,12,0,143,26,3,0,15,0,0,0,0,0,7,0,55,56,0,0,32,4,5,0,9
LGA24970,4,0,0,0,0,4,0,8,9,817,13,848,0,8,0,0,0,3,0,14,0,227,0,262,0,4,0,0,0,4,0,32,10,128,0,184,0,0,0,0,0,0,0,27,6,67,0,106,0,16,0,6,0,10,0,53,12,545,3,640,3,10,0,3,0,25,6,85,14,237,4,394,7,30,6,7,0,34,5,117,19,1506,15,1742,8,67,7,17,7,96,0,145,27,865,6,1238,13,133,4,46,5,144,8,176,22,821,11,1385,44,153,7,155,22,184,21,151,24,742,7,1521,60,80,3,159,23,166,19,101,6,254,4,884,107,88,4,194,21,152,17,67,11,297,8,968,579,132,13,428,47,282,24,106,17,348,10,1976,584,66,9,303,36,132,7,58,9,158,0,1369,550,43,9,205,28,118,3,39,9,111,8,1116,418,20,7,101,19,36,6,14,0,51,0,673,1014,37,10,304,44,179,11,49
LGA25060,0,0,0,0,0,4,0,8,0,264,4,283,0,0,0,0,0,0,0,9,0,83,0,96,0,0,0,0,0,0,0,6,0,57,0,68,0,0,0,0,0,0,0,7,0,23,0,39,0,5,0,0,0,4,0,17,3,240,3,273,0,3,0,0,0,7,0,34,0,108,3,165,5,10,0,5,0,21,4,81,10,952,14,1106,3,26,3,9,0,51,10,91,12,441,7,656,10,63,7,32,0,73,11,104,15,431,3,763,21,101,3,88,10,102,19,80,22,401,3,850,29,50,3,115,15,89,8,77,5,151,0,545,70,42,6,118,9,116,4,60,9,142,3,571,366,87,14,343,47,218,22,78,12,194,0,1382,523,52,12,293,38,73,12,59,7,106,5,1163,501,42,7,188,34,73,12,27,12,47,3,942,465,11,4,129,23,38,0,9,0,27,0,708,1131,48,14,303,64,151,16,47
LGA25150,0,0,0,4,0,0,0,0,0,65,6,78,0,0,0,0,0,0,0,3,0,24,0,35,0,0,0,0,0,0,0,3,0,15,0,25,0,0,0,0,0,0,0,4,0,15,0,16,0,3,0,0,0,3,0,8,0,77,5,100,0,0,0,5,0,6,0,17,5,43,0,75,0,6,4,6,0,8,0,35,0,350,3,412,8,17,0,0,0,17,6,37,9,181,3,282,12,23,4,12,4,37,0,44,6,172,6,313,20,25,0,60,4,54,7,45,3,133,0,351,16,16,0,41,8,56,0,15,3,39,0,199,46,23,6,51,7,48,5,15,6,47,0,246,167,27,3,137,25,78,5,23,3,45,0,508,174,12,0,93,23,24,3,14,3,12,0,362,141,10,5,64,13,30,5,7,0,11,0,286,108,4,0,33,9,0,3,4,0,7,0,167,170,8,3,50,11,38,0,5
LGA25250,0,0,0,0,0,7,0,0,4,301,0,316,4,0,0,0,0,0,0,4,0,93,0,104,0,0,0,0,0,0,0,13,0,44,0,54,0,0,0,0,0,0,0,9,0,38,0,54,0,6,0,5,0,3,0,29,4,298,5,349,0,0,0,4,0,7,0,49,12,134,7,215,0,19,3,5,0,41,3,92,17,1225,18,1418,4,52,4,18,0,59,12,114,17,467,4,753,14,127,6,44,10,133,17,131,18,356,9,856,52,167,3,193,22,163,16,168,16,328,9,1142,47,84,4,198,19,181,16,72,17,117,0,762,131,99,7,256,32,159,27,57,7,99,4,889,686,157,14,661,74,331,35,86,9,114,6,2177,995,78,15,557,61,133,22,47,6,51,6,1975,985,52,11,375,77,111,12,16,7,29,0,1674,928,18,9,200,39,43,8,12,0,14,0,1271,1792,39,13,384,79,154,13,36
LGA25340,3,0,0,0,0,6,0,10,4,362,4,393,0,6,0,0,0,0,0,10,0,179,0,201,0,0,0,0,0,0,3,18,5,89,0,119,0,0,0,0,0,4,0,18,8,52,0,83,5,8,5,4,0,3,3,52,7,489,9,582,5,11,0,5,0,10,3,80,20,229,0,353,10,32,5,10,5,37,4,173,29,1967,29,2306,9,69,9,27,0,58,10,211,46,1261,22,1714,29,121,12,58,6,138,20,260,41,1363,15,2064,71,167,13,163,17,176,34,216,47,1256,11,2169,57,79,19,172,20,142,13,116,9,340,3,972,119,116,5,216,18,121,25,106,30,411,0,1174,468,163,22,505,54,277,39,208,38,487,5,2277,500,104,25,421,45,107,19,79,11,290,3,1604,430,50,13,296,38,101,17,59,8,185,5,1202,267,30,7,138,30,31,3,32,0,74,3,611,680,132,17,414,41,257,21,152
LGA25430,0,0,0,0,0,0,0,0,0,33,0,37,0,0,0,0,0,0,0,0,0,22,0,33,0,0,0,0,0,0,0,4,0,8,0,17,0,0,0,0,0,0,0,3,0,7,0,14,0,0,0,0,0,0,0,7,0,69,0,80,0,0,0,0,0,0,0,21,3,24,0,61,7,10,0,3,0,0,0,32,0,270,5,326,3,10,0,6,0,12,0,36,6,135,0,218,5,22,3,17,3,23,0,38,3,161,3,277,12,26,0,37,0,28,16,32,7,127,4,290,3,19,3,30,7,21,0,30,5,43,0,156,14,28,5,31,3,24,7,21,4,36,0,174,66,27,3,72,6,42,6,24,0,61,0,323,58,15,0,56,0,20,4,17,3,25,0,189,39,15,3,37,0,15,4,9,0,13,0,134,40,3,3,18,0,3,0,0,0,5,0,82,66,7,0,28,8,23,6,12
LGA25490,6,0,0,6,0,0,0,0,0,20,0,28,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,3,3,0,0,8,3,4,3,0,0,3,0,10,0,45,0,72,0,0,0,0,0,0,0,7,0,23,0,43,0,7,0,9,0,4,0,23,3,183,3,240,5,13,0,0,0,10,3,27,3,102,0,169,4,13,0,15,3,27,3,22,3,85,0,172,23,26,3,42,8,23,7,21,0,90,5,234,16,10,0,22,3,14,3,10,0,22,0,107,42,21,5,42,0,13,0,17,0,25,0,164,87,19,0,79,10,28,3,18,10,25,0,281,74,8,9,44,16,8,6,8,6,12,0,188,51,4,0,24,4,7,0,0,4,7,0,111,31,5,0,15,0,0,0,0,0,7,0,60,74,9,4,36,7,12,3,8
