LGA_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
LGA55880,62,60,8,0,139,54,5,9,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,62,60,8,0,139,54,5,18,209,56,69,6,0,139,49,5,16,215,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
LGA55950,85,55,12,0,148,31,0,9,194,0,0,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,10,9,0,0,0,0,0,0,0,0,0,85,60,12,0,156,51,0,14,222,78,56,11,0,150,47,0,13,205,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,3808,4536,1251,91,9685,2038,214,530,12465,56,18,27,0,104,172,6,11,292,18,19,4,0,44,5,0,0,47,75,34,31,0,144,175,6,8,338,24,0,4,0,35,54,0,6,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,11,27,5,4,0,35,57,0,4,99,0,0,0,0,3,13,0,12,24,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,0,0,6,8,0,0,0,10,21,0,13,38,0,3,0,0,4,0,0,0,4,3912,4582,1295,94,9878,2300,217,555,12946,3926,4560,1252,98,9840,2202,240,595,12874,107,33,45,3,190,271,5,16,488,0,0,0,0,0,0,0,0,4,114,34,45,3,196,270,5,16,489,0,0,0,0,0,9,0,0,16,0,0,0,0,4,9,0,0,9,0,0
LGA56160,14,5,3,0,27,5,0,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3,0,27,8,0,14,49,5,7,0,0,16,11,0,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,1724,1494,453,32,3708,976,95,251,5025,35,6,8,0,54,71,0,11,136,4,6,0,0,9,0,0,0,16,43,12,15,0,68,73,0,11,154,11,3,15,0,26,41,0,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,11,4,15,0,30,41,0,4,78,43,5,10,0,63,100,5,40,201,0,8,0,0,14,4,0,7,23,3,0,0,0,5,0,0,3,11,55,13,10,0,80,101,4,51,232,0,0,0,0,0,0,0,0,9,1839,1523,492,34,3882,1193,98,314,5488,1928,1706,613,33,4273,1031,114,364,5787,95,11,23,0,138,199,4,47,388,7,0,0,0,9,8,0,0,12,101,11,23,5,143,204,4,51,403,6,5,3,0,13,9,0,4,24,0,0,0,0,0,0,0,0,0,0,0
LGA56300,197,104,35,0,346,126,16,17,507,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,28,5,0,0,0,4,4,0,4,11,0,3,4,0,5,0,0,0,12,3,9,3,0,8,10,0,27,48,0,0,0,0,0,0,0,0,0,207,111,37,0,357,147,17,46,565,197,96,40,7,337,142,17,62,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,124,89,19,4,225,71,0,10,312,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,89,19,4,235,84,0,12,333,116,79,15,3,214,77,4,26,323,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,496,508,173,17,1195,365,46,65,1679,11,4,12,0,29,48,0,0,75,0,0,0,0,0,0,0,0,0,12,4,12,0,28,48,0,0,77,25,6,12,0,44,81,0,6,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,25,6,12,0,44,81,0,3,126,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,3,3,0,0,10,0,0,0,0,0,5,0,0,3,536,523,194,17,1269,501,53,78,1898,465,480,196,21,1154,449,36,154,1795,20,10,11,3,43,51,5,25,120,0,0,0,0,0,0,0,0,0,20,10,11,3,43,51,5,25,120,4,0,0,0,5,10,4,0,18,0,0,0,0,0,0,0,0,0,0,0
LGA56580,1486,2810,490,85,4870,889,208,177,6142,63,37,26,11,137,184,18,15,360,69,52,17,7,147,105,16,17,282,133,92,37,20,282,288,40,35,641,79,31,20,0,124,225,42,27,430,3,0,0,0,10,4,0,0,11,17,9,0,0,24,16,0,3,37,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,89,41,18,0,154,244,44,38,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,4,3,1705,2942,545,113,5307,1427,289,247,7274,1512,2742,440,80,4777,817,167,202,5958,91,76,39,7,211,206,29,13,461,135,142,43,4,321,140,28,18,502,226,217,84,10,531,345,53,31,962,67,22,15,6,114,217,34,14,380,6,3,4,0,10,15,0,6,30,30,6
LGA56620,46,117,73,4,239,75,8,19,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,11,23,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,22,0,0,0,0,0,4,0,9,11,52,117,71,4,245,92,8,62,406,55,136,73,20,282,55,5,63,401,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,12,0,28,41,0,0,0,0,0,0,0,0,0,0,0
LGA56730,1102,1023,433,27,2585,814,92,252,3740,6,3,10,0,21,32,3,6,65,3,0,0,0,6,0,0,0,12,17,3,8,0,31,36,5,12,74,23,0,11,0,37,101,8,17,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,23,0,11,0,37,101,8,17,169,22,0,0,0,26,36,0,20,78,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,22,5,0,0,29,36,0,20,79,0,5,3,0,9,4,0,0,7,1160,1037,465,32,2688,983,102,302,4077,1130,980,454,24,2587,984,91,328,3990,7,0,8,0,22,35,5,18,79,0,0,0,0,0,0,0,0,0,10,0,8,0,24,35,5,18,83,8,8,4,0,29,49,4,13,95,0,0,0,0,0,0,0,0,0,0,0
LGA56790,434,284,91,7,823,267,14,58,1162,9,4,0,0,18,33,0,18,64,4,0,0,0,0,4,0,7,17,13,10,0,0,20,34,0,25,80,3,6,0,0,13,16,0,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,6,0,0,13,16,0,15,40,31,3,0,0,36,25,0,322,388,0,0,0,0,3,0,0,26,30,5,0,0,0,6,6,0,0,16,37,8,3,0,50,31,0,350,436,0,0,0,0,0,0,0,9,14,489,302,98,8,902,351,24,456,1728,432,273,76,5,796,258,22,149,1224,10,3,0,0,16,28,0,14,60,3,0,0,0,8,0,0,3,8,16,3,3,0,22,35,0,17,67,15,0,0,0,15,44,0,9,68,0,0,0,0,0,0,0,0,0,0,0
LGA56860,25,25,11,0,57,31,4,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,11,0,53,27,4,3,92,32,30,4,0,61,29,0,11,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,122,174,35,5,337,47,7,25,415,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,0,6,0,0,0,9,16,3,4,0,22,32,5,12,72,3,0,0,0,9,16,3,4,35,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,21,5,4,0,29,47,11,19,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,187,37,6,373,98,18,47,533,107,192,32,5,335,58,3,32,423,0,0,0,0,0,6,0,0,4,11,7,9,3,31,16,0,7,53,13,7,9,3,31,18,0,7,57,10,0,0,0,10,3,3,3,21,6,4,0,0,12,26,11,9,47,0,0
LGA57000,68,69,14,0,147,41,6,9,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,12,0,0,0,0,0,0,0,0,0,68,74,14,0,148,42,6,15,210,51,48,8,0,107,50,0,14,179,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,103,79,22,7,209,78,43,31,366,16,6,0,0,22,19,17,9,61,215,98,48,22,386,319,110,108,924,229,107,54,23,411,337,127,116,987,123,57,16,19,219,178,73,53,523,469,138,57,47,708,692,252,374,2030,1697,369,107,92,2265,2113,442,1346,6169,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,2286,562,187,154,3194,2987,770,1779,8723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,29,6,0,3,37,19,11,20,92,29,6,0,3,37,19,11,164,233,9,4,0,0,13,6,5,3,31,2649,756,262,195,3860,3428,959,2099,10345,89,65,11,5,166,61,50,25,306,14,10,5,0,30,17,5,9,65,234,142,40,16,432,194,141,61,835,248,155,43,13,463,211,146,72,895,126,56,24,15,222,218,92,159,687,407,124,51,26,608,620,207,247,1688,2399,619
LGA57140,157,105,50,4,320,88,10,11,431,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,25,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,160,110,50,4,324,118,10,14,462,160,88,39,4,290,117,11,50,469,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0
LGA57210,608,461,175,14,1260,383,25,86,1749,20,22,10,6,53,38,5,3,102,0,0,0,0,0,0,0,0,0,20,24,10,6,54,38,5,3,99,9,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,10,3,0,4,0,9,7,0,10,28,6,5,0,0,8,3,0,0,9,0,0,0,0,3,0,0,0,3,12,3,4,0,14,8,0,8,35,0,0,0,0,4,0,0,0,4,645,488,189,17,1340,431,30,100,1901,633,467,170,15,1290,491,33,165,1988,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0
LGA57280,686,1133,228,49,2088,352,132,693,3264,85,90,31,6,212,100,20,100,433,66,81,12,0,163,45,14,59,273,144,177,41,13,373,151,29,154,706,68,26,17,4,117,115,16,130,372,0,0,0,0,0,0,0,0,0,16,10,3,0,28,28,10,38,105,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,76,35,25,6,141,139,21,167,477,72,30,3,3,108,59,10,321,503,6,9,0,0,19,15,6,33,72,14,9,0,0,27,26,10,37,89,97,44,6,8,154,99,20,386,661,9,3,0,0,12,8,0,38,58,1012,1388,300,66,2769,744,203,1448,5163,880,1370,303,42,2601,559,118,571,3845,39,45,26,5,110,79,5,61,255,37,58,15,0,106,24,8,32,167,75,102,40,4,223,106,11,87,425,141,50,14,0,212,203,17,187,616,19,3,0,0,19,14,0,36,70,14,11
LGA57350,163,88,30,5,285,109,10,6,414,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,4,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,10,0,0,0,0,0,0,0,0,0,164,88,36,3,292,119,10,12,432,133,71,36,3,243,127,10,59,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0
LGA57420,221,216,32,4,474,149,11,57,694,7,0,0,0,14,13,0,18,44,5,0,0,0,5,5,0,0,8,11,0,0,0,18,22,0,15,57,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,0,3,18,0,16,43,3,0,0,0,3,5,0,7,16,3,0,0,0,5,0,0,3,9,12,5,0,0,15,21,0,25,61,0,0,0,0,0,0,0,0,0,244,217,35,4,503,196,11,102,820,207,149,35,5,389,172,5,91,659,3,0,0,0,3,10,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,20,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA57490,9042,12963,3844,287,26132,4994,862,1349,33339,377,106,150,16,643,915,41,79,1679,103,57,28,0,187,169,27,54,436,477,167,172,17,831,1084,66,129,2115,312,87,124,20,544,1023,50,104,1720,14,0,3,0,21,37,3,17,81,44,12,10,0,65,66,6,52,182,..,..,..,..,..,..,..,..,..,0,0,0,0,4,9,0,0,16,368,103,142,20,634,1132,62,173,1996,104,5,6,0,120,202,5,42,370,3,3,0,0,8,7,0,15,25,0,0,4,0,4,4,0,3,8,104,10,11,4,131,212,7,57,404,0,3,0,0,4,5,0,5,16,9999,13244,4169,322,27733,7429,1001,1713,37872,10494,15404,4711,340,30947,6562,969,2250,40729,529,185,259,24,1000,1198,72,190,2460,151,56,60,5,268,243,25,60,582,675,237,324,35,1271,1439,91,244,3045,131,41,81,12,257,522,31,74,891,0,0,0,0,0,13,0,10,15,44,9
LGA57630,20,10,0,0,24,7,0,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,27,31,0,0,0,0,0,0,0,0,4,16,10,0,0,32,10,0,41,84,16,0,0,0,18,16,0,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,1739,2468,532,43,4783,694,102,188,5771,3,4,0,0,8,9,0,3,25,0,0,0,0,0,0,0,0,0,3,4,0,0,8,9,0,3,25,5,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6,4,0,0,8,0,0,0,7,3,4,4,0,11,6,0,0,18,0,0,0,0,4,10,0,8,18,0,3,0,0,6,6,0,3,13,0,0,0,0,0,0,0,0,0,3,11,0,0,13,13,0,9,33,0,0,0,0,3,0,0,0,3,1754,2477,538,44,4816,719,105,198,5839,2469,3688,813,71,7045,1053,160,441,8697,16,9,12,3,45,32,3,5,90,0,0,0,0,0,0,0,0,0,25,9,12,3,52,32,3,5,91,0,3,0,0,3,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0
LGA57770,82,65,22,5,170,69,9,38,284,0,0,0,0,0,3,0,8,11,0,0,0,0,0,0,0,9,14,3,0,0,0,3,9,0,11,22,4,0,3,0,16,24,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,10,4,3,0,12,24,0,5,49,28,0,0,0,27,22,0,407,454,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,30,0,0,0,28,22,0,427,472,0,0,0,0,0,0,0,3,3,127,68,23,5,222,118,11,484,837,95,69,8,5,178,82,13,59,331,5,5,0,0,7,15,0,6,28,0,0,0,0,0,0,0,5,5,5,5,0,0,7,15,0,13,32,10,0,0,0,7,9,0,4,27,0,0,0,0,4,0,0,0,4,0,0
