SA3_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
50601,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,41,27,30,0,99,114,8,28,250,8,0,4,0,12,50,7,33,97,0,0,0,0,0,0,0,5,5,6,4,0,0,13,0,0,0,18,16,4,6,0,28,54,5,37,119,14,12,8,0,28,19,6,3,52,7027,10125,3535,366,21050,5595,807,1592,29048,7233,11990,3694,347,23265,5252,744,1077,30340,479,338,420,46,1287,1375,99,198,2960,8,3,5,0,21,23,0,5,54,487,346,428,49,1309,1400,104,211,3014,17,4,14,4,41,86,7,23,156,8,3,9,4,21,24,6,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,16,14,0,3,36,36,21,23,6,83,132,3,25,252,44,0,10,0,56,155,0,37,260,0,0,0,0,0,0,0,32,32,7,0,3,0
50602,57,43,907,692,132,303,2029,..,..,..,..,..,..,..,..,..,3,0,0,0,3,0,0,0,3,1187,396,169,97,1846,1622,319,732,4513,0,0,0,0,3,5,0,32,40,0,0,0,0,0,0,0,23,23,10,6,0,4,16,7,4,0,27,10,5,5,4,13,14,4,59,88,25,14,11,5,52,29,11,23,113,7327,6444,2413,614,16801,7936,2169,2723,29630,4974,5475,1895,375,12717,4742,1224,830,19511,883,707,369,83,2037,1838,281,248,4403,762,471,186,74,1494,966,260,188,2909,1646,1183,549,149,3531,2802,542,436,7313,307,166,75,16,568,622,72,94,1356,267,97,43,29,439,661,101,99,1304,406,121,51,21,596,757,88,139,1584,528,136,69,27,750,535,93,87,1459,5,0,5,0,10,8,0,0,16,1513,523,239,91,2371,2578,358,417,5721,3,0,0,0,3,14,0,23,38,0,0,0,0,0,0,0,20,20,0,4,0,0
50603,7,0,42,178,9,23,257,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,214,213,76,24,531,646,74,110,1366,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,10,5,8,3,0,0,11,3,0,0,15,9,3,3,0,18,0,0,8,27,15,20,5,5,41,26,7,5,84,7758,11518,2991,676,22948,6990,1998,1484,33410,6786,11146,2659,412,21007,4932,1227,709,27873,1004,1074,425,115,2621,1887,439,287,5236,183,141,66,19,408,242,138,42,826,1190,1215,490,135,3028,2132,579,329,6065,204,226,82,12,534,541,67,69,1214,34,11,0,0,51,68,5,16,146,101,11,4,7,120,158,21,38,332,35,5,4,6,43,47,8,12,115,10,11,5,0,28,16,3,0,46,379,269,97,30,766,835,103,142,1850,0,0,0,0,8,10,0,9,27,0,0,0,0,0,0,0,11,12,4,5,0,0
50604,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,98,86,52,13,244,190,40,36,505,19,3,4,0,29,80,0,33,144,0,3,0,0,3,0,0,5,10,17,25,16,0,58,15,6,0,78,41,35,15,0,92,100,5,42,232,18,16,4,4,44,33,0,9,85,9324,15311,4652,612,29900,7722,1371,1815,40811,8678,15802,4701,520,29697,7043,1173,1319,39238,673,537,358,46,1606,1550,100,209,3459,94,91,58,15,257,214,26,33,525,760,627,415,59,1859,1763,125,239,3983,85,66,62,3,220,243,21,40,520,58,27,19,9,119,123,19,14,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,8,0,29,28,0,5,56,155,106,89,19,366,391,44,58,855,23,0,7,0,26,80,3,28,144,0,0,0,0,0,0,0,27,31,18,7,5,3
50605,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,0,0,9,38,0,4,51,16,0,0,0,23,43,4,67,127,3,5,0,0,9,4,0,3,11,9,15,3,0,27,6,3,3,35,29,21,4,0,50,50,4,74,181,9,17,4,0,32,13,7,8,52,5952,7221,2147,202,15529,4055,497,1017,21100,5947,7231,2235,204,15613,3885,432,531,20462,202,70,97,9,380,572,24,42,1015,23,12,6,0,39,34,3,0,82,224,77,108,9,421,606,30,47,1093,13,4,3,0,16,27,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,21,19,0,7,41,26,10,4,0,42,46,0,10,96,35,3,3,0,44,73,0,27,147,0,3,5,0,6,7,0,62,75,11,13,5,0
50606,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,0,0,16,3,0,0,0,4,4,0,0,9,4,4,0,0,7,0,0,4,11,3,0,0,0,3,0,0,0,5,11,6,0,0,14,4,0,9,26,5,15,7,0,20,3,0,0,25,2519,3718,835,74,7143,1107,165,457,8870,2687,4496,1103,80,8365,1422,193,329,10308,13,16,16,0,39,40,3,9,82,0,0,0,0,0,0,0,0,0,13,16,16,0,39,40,3,9,82,4,0,0,0,4,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,7,0,0,21,10,0,0,0,11,24,0,0,35,50,3,7,0,53,40,0,10,107,0,4,0,0,4,0,0,0,3,0,0,3,0
50607,18,9,385,349,44,171,942,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,627,197,103,69,993,1085,164,359,2599,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,8,8,5,4,0,0,7,0,0,0,7,5,4,0,0,7,0,0,14,21,15,15,5,0,32,21,6,6,64,4524,4228,1247,376,10373,4947,1019,1259,17599,2485,3378,742,157,6758,1577,373,247,8961,678,343,200,45,1277,1292,151,145,2862,1047,518,246,94,1901,1289,252,155,3603,1730,860,450,143,3175,2581,405,297,6466,186,104,42,19,355,482,59,77,971,188,44,23,17,276,464,45,57,840,185,49,27,20,275,263,34,40,621,161,46,22,5,227,270,28,33,562,0,0,0,0,0,3,0,0,7,717,245,118,65,1143,1477,175,207,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50701,52,16,375,326,49,125,876,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,461,148,124,39,771,837,108,275,2000,44,6,5,0,54,79,0,68,206,0,6,0,0,4,0,0,11,16,0,0,0,0,4,0,0,0,5,43,12,6,0,59,84,0,81,228,22,13,12,0,44,74,0,21,140,9351,13366,3884,433,27033,7468,1251,2077,37838,9207,14098,4029,387,27727,5911,1013,906,35563,896,549,476,48,1971,1930,162,235,4294,221,159,121,13,513,373,59,67,1017,1120,713,603,56,2488,2304,217,301,5316,120,26,56,14,218,401,31,34,681,143,65,83,13,300,506,49,68,924,304,61,47,16,425,481,49,73,1032,94,18,18,0,126,157,11,14,308,20,11,16,0,46,22,0,0,72,680,176,218,40,1115,1573,137,195,3021,59,3,6,0,76,125,4,81,282,0,0,0,0,0,0,0,45,47,0,0,0,0
50702,33,6,342,346,31,164,884,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,4,481,111,81,14,691,947,76,379,2097,36,0,3,0,39,52,9,19,105,0,0,0,0,0,0,0,41,42,8,8,0,0,11,15,0,4,38,39,8,3,0,51,66,5,67,190,30,10,3,0,42,58,3,40,153,3922,3687,1384,145,9127,4364,774,1397,15665,2754,3412,1005,72,7240,2108,490,373,10213,396,228,177,21,817,795,97,135,1840,504,242,188,23,958,720,108,112,1899,892,467,361,40,1776,1517,205,249,3744,69,21,26,3,119,279,26,51,473,165,36,47,6,258,415,34,73,777,425,96,60,3,588,669,52,127,1439,22,7,7,0,37,42,6,11,99,16,6,4,0,27,23,3,10,57,699,168,142,11,1023,1433,121,276,2849,49,5,8,0,54,81,4,40,178,0,0,0,0,0,0,0,121,121,15,4,4,0
50703,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,72,32,46,3,156,258,25,100,537,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,13,14,25,14,0,46,12,0,28,92,14,21,14,3,58,13,0,35,109,15,17,0,0,29,10,4,0,38,3199,4613,1778,178,9772,2700,414,931,13820,3258,5614,2095,173,11141,2938,487,566,15129,97,48,45,4,191,257,16,18,482,11,8,18,0,37,48,9,7,94,106,53,61,3,228,304,22,27,584,26,9,29,10,77,216,19,46,359,35,20,27,0,81,113,8,22,222,0,0,4,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,3,5,0,0,11,7,0,0,11,60,32,55,13,164,344,23,73,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,0,0,0,0
50704,5,0,139,111,5,35,287,..,..,..,..,..,..,..,..,..,0,0,0,0,0,6,0,0,6,317,86,52,16,466,778,36,172,1453,0,5,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,5,4,5,3,0,7,0,0,3,16,29,35,5,0,70,27,0,4,96,10038,13083,3441,509,27063,8511,1136,1547,38258,8751,12438,2778,305,24275,5122,732,605,30739,1227,917,644,69,2864,2808,209,220,6096,375,364,125,22,884,394,44,31,1355,1610,1286,771,87,3750,3202,249,250,7447,173,62,55,13,303,537,28,52,923,101,21,18,8,141,236,30,25,428,228,52,28,3,311,262,9,56,639,62,8,10,4,83,94,5,14,182,17,5,3,3,26,13,3,0,43,577,145,114,32,864,1138,72,146,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0
50705,7,0,65,55,5,96,224,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,177,47,88,10,323,595,35,182,1136,43,12,6,0,57,98,9,41,209,0,3,0,0,3,3,0,11,14,9,11,0,0,15,6,0,4,27,50,21,9,0,80,109,9,59,251,14,12,5,0,32,21,6,5,59,11407,15724,5134,385,32655,8719,1114,2740,45225,11695,16239,5969,389,34292,8426,1053,1548,45323,442,114,208,25,788,1326,50,91,2258,116,53,55,8,234,327,22,46,626,558,164,260,34,1017,1653,74,137,2882,162,46,79,6,292,716,39,78,1127,29,12,20,0,64,125,10,14,208,94,16,9,5,122,147,5,41,318,17,0,3,0,17,11,0,3,34,4,14,5,0,21,15,5,0,39,303,87,112,13,518,1011,52,144,1720,54,4,10,0,70,143,3,73,290,0,0,0,0,5,4,0,37,42,17,0,0,0
50901,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4,0,0,0,4,0,0,0,5,12,12,4,0,31,68,3,29,130,68,7,5,0,76,128,3,141,350,6,3,0,0,12,18,3,17,51,5,12,5,0,23,7,3,13,41,78,24,6,0,113,155,8,170,442,53,38,15,3,102,29,0,10,147,6987,5812,2100,191,15096,5893,544,1902,23428,7116,5812,2103,175,15195,5625,521,1468,22812,245,112,112,8,473,847,31,108,1462,27,7,6,0,34,70,3,27,132,270,123,117,8,514,918,32,135,1595,9,7,9,0,19,43,0,14,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,14,13,4,3,27,13,11,11,0,26,52,3,17,100,70,10,8,0,82,183,3,178,449,6,0,0,0,3,7,0,158,167,4,0,0,0
50902,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,3,11,34,13,17,0,58,126,10,43,239,46,8,8,0,63,117,0,261,448,28,12,0,0,43,24,3,14,87,16,9,10,0,29,11,0,14,55,85,31,18,0,138,158,6,291,585,65,47,10,5,120,76,7,66,275,6995,5369,1727,136,14228,5612,504,2410,22757,6805,4950,1714,151,13615,5285,451,2232,21589,91,29,46,5,169,335,16,126,648,13,3,0,0,20,7,0,5,37,102,36,45,5,190,352,16,137,689,14,3,5,0,26,54,0,17,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,3,0,0,0,3,6,0,0,10,21,3,5,0,34,61,3,17,109,46,4,7,0,50,108,5,274,444,13,4,3,0,19,23,5,34,82,6,3,0,0
50903,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,12,3,10,0,18,54,3,6,92,18,0,0,0,15,34,0,49,102,3,0,0,0,3,3,0,5,11,19,0,0,0,24,49,0,4,76,39,5,3,0,43,89,0,62,190,13,13,6,0,34,33,0,11,85,2458,1960,629,59,5099,2188,168,817,8275,2359,1765,560,55,4736,1952,144,802,7630,39,6,11,0,61,207,10,50,324,0,0,0,0,0,4,0,3,8,39,6,13,0,60,211,8,56,337,0,0,0,0,5,11,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,14,0,6,20,3,0,4,0,11,25,0,61,96,0,0,0,0,0,0,0,16,21,9,0,0,0
51001,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,129,66,49,8,258,212,45,162,668,215,30,19,4,260,370,21,3114,3765,20,7,8,0,45,71,7,768,886,43,37,11,0,95,38,9,23,168,282,75,44,3,401,470,32,3916,4821,49,21,15,0,86,84,10,66,240,2426,2921,1454,235,7034,2570,431,5674,15711,1720,2643,1367,190,5924,1562,294,1557,9332,157,118,131,24,430,408,35,279,1155,73,33,21,0,129,119,23,61,337,232,157,152,24,558,529,59,342,1493,51,42,38,0,128,94,22,60,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,51,44,36,0,133,99,22,57,315,167,37,17,0,220,249,16,3998,4485,11,11,0,3,25,28,3,250,298,34,15,8,6
51002,0,0,23,18,4,23,64,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,176,59,14,0,253,252,23,303,830,27,3,4,0,36,66,0,511,613,0,3,0,0,3,0,0,54,66,3,4,0,0,5,8,0,5,16,35,6,4,0,44,74,0,569,693,14,0,3,0,19,38,0,76,140,1536,2209,485,67,4302,1327,189,1894,7709,1179,2050,514,71,3806,969,135,848,5761,129,161,65,11,372,279,27,173,860,68,75,23,0,165,84,15,73,340,198,242,91,16,541,357,44,254,1199,62,21,16,0,98,184,16,197,502,32,8,10,4,53,58,6,20,137,20,13,0,0,29,42,4,70,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,43,19,4,180,283,22,294,783,28,6,7,0,42,36,0,626,697,0,0,0,0,4,3,0,135,147,9,3,0,0
51003,4,0,21,31,3,67,115,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,64,16,13,3,93,161,5,177,441,51,11,4,0,70,80,0,913,1068,7,0,0,0,9,15,0,62,84,0,0,0,0,3,3,6,4,15,63,11,9,0,81,101,5,975,1163,13,8,3,0,22,23,0,65,113,1996,3409,619,85,6107,1718,260,2261,10343,1531,3084,485,48,5145,1007,171,1107,7434,204,154,76,11,452,336,30,268,1084,41,26,5,0,70,75,13,40,193,248,179,85,12,523,415,34,304,1276,34,3,3,0,44,75,10,90,217,18,5,0,0,22,34,0,29,88,13,7,0,0,19,19,0,15,57,32,10,5,0,40,85,6,58,192,0,0,0,0,0,0,0,0,0,96,26,5,0,131,216,17,193,557,62,5,4,7,75,60,6,1279,1430,0,0,0,0,4,0,0,47,56,0,3,0,0
51101,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,13,4,12,0,29,38,3,16,88,19,5,3,0,25,28,0,80,135,9,0,0,0,5,3,0,31,42,3,5,0,0,3,3,0,0,14,27,10,5,0,40,32,0,112,183,27,21,4,0,45,29,5,107,182,1652,1623,504,45,3828,1480,135,866,6296,1641,1475,480,44,3646,1297,136,599,5684,52,24,47,6,129,246,6,63,446,8,5,0,0,19,22,0,11,46,67,33,45,6,141,269,7,70,489,8,4,4,0,19,80,0,19,121,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,4,0,19,84,0,22,129,18,0,3,6,23,45,4,116,196,7,0,0,0,5,3,0,30,40,0,5,0,0
51102,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,7,0,0,22,35,3,23,83,74,14,0,0,92,195,11,2198,2493,4,5,4,0,15,19,7,250,295,4,0,0,0,11,0,0,6,12,92,19,5,0,117,215,9,2455,2800,10,7,0,0,23,20,0,126,165,912,859,305,39,2108,1005,125,3211,6456,781,717,243,22,1759,594,127,591,3070,28,16,30,4,80,133,13,105,334,6,3,3,0,17,23,5,14,60,35,23,32,4,98,157,14,119,388,22,3,10,0,27,79,3,36,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,22,3,10,0,27,79,3,34,150,113,32,14,5,163,148,19,2644,2974,6,5,0,0,12,10,0,127,154,4,7,0,0
51103,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,39,20,12,3,76,145,15,76,310,44,3,4,0,57,143,3,501,704,5,0,0,0,5,13,0,85,96,12,11,0,0,21,6,3,13,42,58,14,3,0,80,166,4,594,843,24,13,6,0,43,58,0,130,224,3024,4271,1267,150,8716,3196,469,2132,14515,2642,3514,1147,136,7445,2355,311,1140,11253,261,231,123,17,629,778,74,300,1774,64,48,18,3,131,75,18,69,297,324,278,138,22,760,854,92,368,2074,28,23,11,3,55,100,9,56,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,27,23,11,3,60,104,9,58,231,57,8,9,0,70,111,0,594,777,0,0,0,0,0,0,0,99,102,8,3,0,0
51104,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,77,27,27,5,131,255,15,101,505,106,5,3,0,121,215,7,967,1310,21,11,3,0,24,19,0,40,93,24,31,22,3,79,19,9,14,126,148,44,27,4,226,259,10,1031,1526,38,27,13,0,79,57,6,147,286,5818,5280,2134,208,13439,5057,520,2941,21947,5414,4783,1973,167,12333,4169,413,1946,18856,250,85,148,28,508,865,47,277,1697,130,62,29,5,235,140,10,74,450,383,154,180,32,742,998,56,352,2151,41,13,21,3,81,174,8,72,334,0,0,0,0,0,13,0,4,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,13,45,15,23,3,86,199,10,76,369,96,11,6,3,117,150,0,1059,1331,9,5,3,0,13,14,0,112,141,12,4,0,0
59797,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
